Date,Close,High,Low,Open,Volume
03/09/2010,2657.0634765625,2657.278556073916,2624.0127622208233,2626.1476888125753,30408700
03/10/2010,2670.114990234375,2676.16968603796,2652.7457937367462,2656.7585768875683,30181300
03/11/2010,2676.41796875,2687.0135042798283,2661.825518225255,2670.015141387939,40847100
03/12/2010,2666.4072265625,2686.132533196624,2660.9533372310025,2676.008903706985,52724000
03/15/2010,2669.504150390625,2683.0036256855437,2658.4516014715923,2666.306276640478,29518100
03/17/2010,2756.15478515625,2756.15478515625,2669.3031820587917,2669.3031820587917,65719300
03/18/2010,2737.13525390625,2779.2476261006154,2718.1999568196616,2756.3554519971967,60311400
03/19/2010,2742.8671875,2758.0184522805826,2725.5426676023294,2738.6962075319643,38764300
03/22/2010,2702.295654296875,2742.565326471694,2698.1578759645763,2742.565326471694,34251000
03/23/2010,2720.756103515625,2746.028068543846,2702.496804839494,2702.496804839494,27466700
03/24/2010,2774.741943359375,2774.741943359375,2721.058000703685,2721.058000703685,33240000
03/25/2010,2799.0400390625,2814.75158606365,2760.0935560903213,2773.189238055542,42022300
03/26/2010,2812.97265625,2812.97265625,2792.2525146322664,2799.1411628010314,40138200
03/29/2010,2794.662109375,2813.68627049194,2780.3216036622707,2813.3813507317177,46152900
03/30/2010,2798.1591796875,2818.8312268242194,2787.3964149127182,2795.07116508794,41374000
03/31/2010,2777.19287109375,2809.3634932491764,2758.1545500173115,2798.5680152280424,41736300
04/01/2010,2829.885986328125,2834.130694218579,2777.5960286792792,2777.5960286792792,42051100
04/05/2010,2887.1337890625,2890.0636067381056,2830.92088775995,2830.92088775995,44192300
04/06/2010,2880.85693359375,2911.349643962369,2871.6353684691826,2888.693542825175,84458100
04/07/2010,2898.46923828125,2915.9954117247753,2881.2589705131104,2881.2589705131104,65778000
04/08/2010,2850.722900390625,2898.0670028008512,2837.289341824216,2898.0670028008512,51323800
04/09/2010,2844.900390625,2870.8573893573453,2833.133758209914,2850.5222423876166,42393300
04/12/2010,2881.220947265625,2882.6019970674947,2845.503342304941,2845.503342304941,50485000
04/13/2010,2884.587646484375,2884.8337306536623,2856.137826377345,2880.9159144346927,49876500
04/14/2010,2884.902587890625,2897.2163175210126,2875.1410050029576,2884.7885786569486,50442600
04/15/2010,2900.417236328125,2913.604711767813,2885.003773235079,2885.003773235079,57186200
04/16/2010,2878.558837890625,2903.16505771981,2860.8156321384713,2900.72106106624,36312000
04/19/2010,2840.314697265625,2877.8562074574193,2811.678846931588,2877.8562074574193,37623100
04/20/2010,2891.157470703125,2892.5075158039554,2840.515399161343,2840.515399161343,40735900
04/21/2010,2912.712646484375,2916.438575794244,2891.3584965214436,2891.3584965214436,65446100
04/22/2010,2926.41796875,2927.2799957121783,2882.9015977479257,2912.612598406122,50073500
04/23/2010,2924.616943359375,2926.274837712167,2906.9167056535175,2926.0158146068347,38537700
04/26/2010,2944.594482421875,2954.7142060991196,2924.8181518244955,2924.8181518244955,40750000
04/27/2010,2939.184814453125,2944.325483755473,2930.3050326924613,2943.5625739596885,42008700
04/28/2010,2903.2060546875,2938.8836206499886,2875.556008202629,2938.8836206499886,51624300
04/29/2010,2926.74609375,2927.850054650594,2903.406915055245,2903.406915055245,61415100
04/30/2010,2971.136474609375,2972.8014489596785,2927.1472175333943,2927.1472175333943,52354600
05/03/2010,2960.77978515625,2982.241840472071,2950.3170576028992,2971.631413589095,40869300
05/04/2010,2958.89990234375,2996.3025015197795,2946.304444569047,2961.1759369382403,39115500
05/05/2010,2846.128173828125,2958.404807177291,2834.8524899023887,2958.404807177291,64284400
05/06/2010,2810.506591796875,2845.9302620607414,2748.571990354284,2845.9302620607414,49674100
05/07/2010,2739.226318359375,2808.6257149486964,2705.099717860456,2808.6257149486964,35710700
05/10/2010,2850.31591796875,2859.9385898240116,2739.820224264005,2739.820224264005,57259100
05/11/2010,2812.78173828125,2865.3666075814417,2808.4589083275905,2850.7121481231297,50915600
05/12/2010,2847.510986328125,2848.9647870359167,2812.8802572261293,2812.8802572261293,27651200
05/14/2010,2858.27392578125,2869.374568584515,2843.7373813546474,2847.016306656839,27961400
05/17/2010,2819.360107421875,2857.8776494601325,2780.2857023175275,2857.8776494601325,26022700
05/18/2010,2834.07568359375,2837.45445828302,2818.7261836072503,2820.366256465814,31953300
05/19/2010,2729.377685546875,2833.580662217586,2721.6191983701983,2833.580662217586,47880900
05/20/2010,2694.144287109375,2763.773660307652,2660.0154869319654,2730.1819486256345,49228600
05/21/2010,2623.118896484375,2692.560286707893,2584.868431469519,2692.560286707893,41668500
05/24/2010,2609.508544921875,2672.758036366308,2600.7508291329827,2623.6139529683333,54224200
05/25/2010,2514.02099609375,2608.9145175703256,2501.9565244992014,2608.9145175703256,71613600
05/26/2010,2696.675048828125,2701.8867600008175,2514.8129880195825,2514.8129880195825,96599900
05/27/2010,2713.8173828125,2731.955592280011,2618.1809714739306,2696.1798862623054,100495800
05/31/2010,2796.84814453125,2799.3438969761455,2714.2134222080167,2714.2134222080167,56586900
06/01/2010,2724.509033203125,2796.551153336937,2724.005146549439,2796.551153336937,55000000
06/02/2010,2733.57177734375,2771.1733438403917,2721.088375613872,2724.9051218618656,59242600
06/03/2010,2810.86767578125,2811.7226229827456,2734.066709141819,2734.066709141819,63368500
06/04/2010,2823.14111328125,2823.7541265350524,2791.3464521413766,2810.7685478878966,49708300
06/07/2010,2750.1259765625,2820.7653197252293,2698.176092241391,2820.7653197252293,39668300
06/08/2010,2779.874755859375,2781.2428666939136,2750.2460257874654,2750.2460257874654,43080100
06/09/2010,2785.684814453125,2794.071451732305,2765.240539843328,2779.676991066424,40994900
06/10/2010,2770.679443359375,2792.4154151260614,2758.0559104605745,2786.0807003496616,34594200
06/11/2010,2801.789794921875,2817.297247540873,2771.372034393599,2771.372034393599,30751100
06/14/2010,2826.72705078125,2826.847163300469,2801.9880220514074,2801.9880220514074,24995300
06/15/2010,2830.06298828125,2849.9211023932567,2824.2731744792736,2826.92492677802,37229900
06/16/2010,2858.5478515625,2877.7421740250325,2830.557972460306,2830.557972460306,37776100
06/17/2010,2890.9853515625,2897.495107897077,2856.2576996369944,2856.2576996369944,49582800
06/18/2010,2929.47509765625,2931.949854855591,2891.1833750598757,2891.1833750598757,63241400
06/21/2010,2941.78857421875,2981.1620417024546,2925.963994839449,2929.871069328593,54836200
06/22/2010,2934.474853515625,2956.694935611807,2921.1863084233964,2940.7824692480604,34480600
06/23/2010,2924.676025390625,2933.781627454994,2899.1530945787435,2933.781627454994,45910300
06/24/2010,2913.981689453125,2946.4294026552907,2908.234842549716,2924.775215166528,40566000
06/25/2010,2946.908203125,2949.3011763541604,2904.279003636832,2913.6846432613834,25184500
06/28/2010,2955.616943359375,2975.780221393691,2945.108319001239,2947.105311619419,29699400
06/29/2010,2893.258544921875,2960.6958629914952,2872.305258449973,2955.7160762382928,27437700
06/30/2010,2913.57080078125,2917.949536783564,2844.337408629592,2892.4676173784846,24859700
07/01/2010,2874.13623046875,2912.7677841738296,2860.8008117745667,2912.7677841738296,38617700
07/02/2010,2871.442138671875,2891.072477765351,2861.1136834488566,2874.7291200490163,24510400
07/05/2010,2877.19189453125,2885.2426063636544,2868.963211114838,2871.8371226195554,22568500
07/06/2010,2910.53466796875,2911.9696707105954,2864.6345989817924,2877.2910887989915,24580200
07/07/2010,2901.93115234375,2913.7307425425215,2890.1735527003793,2910.4149534526714,20540500
07/08/2010,2915.794677734375,2936.1449613262744,2902.521267637065,2902.521267637065,41989100
07/09/2010,2943.781494140625,2943.8454564964813,2909.5528450367137,2916.0884794971566,42852300
07/12/2010,2958.676025390625,2972.446486289405,2940.4897204905483,2942.012610521513,34634600
07/13/2010,2961.396728515625,2978.390207887455,2946.293312316084,2957.677879083504,27671900
07/14/2010,2980.94287109375,2994.470175768111,2961.5935277643775,2961.5935277643775,39458200
07/15/2010,2980.480712890625,2986.9255299622696,2956.7736294331735,2979.944845112593,45256300
07/16/2010,2992.33349609375,2992.33349609375,2972.1504436834025,2980.3620381685964,43437600
07/19/2010,2975.456298828125,2992.038661712625,2947.9144012488046,2992.038661712625,29147800
07/20/2010,2995.324462890625,2995.324462890625,2970.6825986748736,2975.7512492672968,42827800
07/21/2010,3013.28369140625,3014.3637275283236,2994.095472798035,2995.619583446793,50624800
07/22/2010,3009.805908203125,3018.894421527224,2997.1882354126788,3013.5787105269305,42180100
07/23/2010,3041.901611328125,3051.2462182857184,3010.197767298005,3010.197767298005,51153000
07/26/2010,3023.581298828125,3062.8336774015524,3014.4337056276427,3041.9995273153727,41815100
07/27/2010,3041.5595703125,3061.50776833663,3023.87520017296,3023.87520017296,38118200
07/28/2010,3057.35595703125,3064.669636871749,3041.4605803567424,3041.4605803567424,39927800
07/29/2010,3096.6953125,3097.0724950756808,3056.551856416183,3057.847948516047,45659200
07/30/2010,3069.16064453125,3103.958363228922,3053.978129634709,3096.597565566185,33560600
08/02/2010,3058.85986328125,3083.7399977316345,3048.467201662488,3070.1584954724153,29613000
08/03/2010,2973.540283203125,3084.0479454154374,2965.442697950008,3059.2530119339467,43158300
08/04/2010,2983.130859375,3001.003210014159,2959.6386104772705,2973.7371823466215,30313800
08/05/2010,3044.822509765625,3046.755540061966,2983.72088200246,2983.72088200246,35892100
08/06/2010,3060.473876953125,3062.56388348227,3031.3080201579032,3045.3133343226023,27844700
08/09/2010,3082.477783203125,3082.664787634735,3056.0549847148213,3057.4289546118216,24487600
08/10/2010,3057.041748046875,3083.1679271094267,3047.100240961223,3082.8708195478325,23919300
08/11/2010,3035.199951171875,3061.758731659051,3022.378428845114,3054.5170702264513,28779900
08/12/2010,3025.5263671875,3034.120027083594,2993.6526068956327,3034.120027083594,25851700
08/13/2010,3052.89111328125,3053.4469998350746,3025.6250853276056,3025.6250853276056,22483700
08/16/2010,3052.480224609375,3058.9208917091205,3032.306938108986,3052.791980044383,26005500
08/18/2010,3071.96728515625,3072.708223099434,3045.103341060701,3053.2370575196965,35134300
08/19/2010,3105.229248046875,3118.2516904569634,3072.3574804784744,3072.3574804784744,57274200
08/20/2010,3117.5986328125,3118.53072544142,3084.866020057032,3103.2451875467223,44632400
08/23/2010,3128.612060546875,3129.5351203066375,3107.642906369331,3117.305616047037,55150900
08/24/2010,3114.817626953125,3144.9924768808246,3099.7942864069255,3128.316124555914,49021600
08/25/2010,3138.78759765625,3140.036572422835,3102.39399633611,3114.62252371262,65868600
08/26/2010,3145.0126953125,3150.0364257130327,3128.7484352768365,3138.396985810895,69423400
08/27/2010,3104.6123046875,3144.9149382621254,3089.5699202918872,3144.9149382621254,48185900
08/30/2010,3099.4443359375,3138.36591712543,3089.520893953125,3105.1001217191383,38236500
08/31/2010,3081.763916015625,3099.6301630064922,3057.9318371004606,3098.6502207327217,35991000
09/01/2010,3135.19384765625,3135.4179600240745,3081.36708600578,3081.36708600578,38262900
09/02/2010,3122.027587890625,3159.601322896443,3105.6874026409346,3135.5851664428324,40055000
09/03/2010,3164.154052734375,3164.2390103680627,3122.124681303263,3122.124681303263,36230200
09/06/2010,3217.022705078125,3217.241690693269,3164.349706898999,3164.349706898999,28435500
09/07/2010,3230.76220703125,3239.3280357820163,3214.06998555307,3217.413849559661,36835100
09/15/2010,3356.9013671875,3359.9232222649875,3231.953347988635,3231.953347988635,46833300
09/16/2010,3341.502197265625,3357.990570041249,3317.665965566997,3356.999397630212,50943400
09/17/2010,3384.521484375,3390.4240869102705,3341.306123593052,3341.306123593052,92721600
09/20/2010,3370.850830078125,3391.9271587876306,3344.7707897294817,3384.4242767713536,102815200
09/21/2010,3364.90625,3405.71667462352,3342.074130116231,3371.3398376918967,100983500
09/22/2010,3343.212646484375,3380.072293099084,3332.1391036961363,3365.002812385453,112246400
09/23/2010,3337.067138671875,3351.257504333906,3313.1830585044204,3343.7018902047007,75105000
09/24/2010,3397.49365234375,3400.430549677402,3331.729123870452,3338.5809077911726,49811300
09/27/2010,3467.90087890625,3471.8938875158765,3397.688768602472,3397.688768602472,60521200
09/28/2010,3472.572021484375,3524.1789017846054,3455.366635723274,3468.097097808216,61810900
09/29/2010,3495.328125,3513.219274644941,3473.1578449603458,3473.1578449603458,61190500
09/30/2010,3501.159912109375,3514.632533359101,3487.5774318453628,3495.6242384450843,55774300
10/01/2010,3546.97705078125,3549.8968591069493,3501.062820728497,3501.062820728497,50247800
10/04/2010,3569.359130859375,3594.227059507946,3547.1720060796274,3547.1720060796274,56368500
10/05/2010,3591.55517578125,3591.951156451387,3552.9485252295813,3569.455938899531,68355200
10/06/2010,3603.263916015625,3630.244800279468,3582.112639013371,3591.944287894761,81232300
10/07/2010,3586.04638671875,3605.394510213909,3540.4741867898524,3603.3596773453473,64812100
10/08/2010,3546.816162109375,3585.755565683302,3531.8765575796106,3585.755565683302,54248000
10/11/2010,3548.60791015625,3575.099798478009,3536.376208727092,3547.58378011423,54496100
10/12/2010,3547.110107421875,3565.2693133589405,3535.64644189095,3548.800959637033,64487400
10/13/2010,3611.83837890625,3611.83837890625,3547.842823664045,3549.3317793642245,85224100
10/14/2010,3618.337158203125,3645.468182015943,3602.8607099511223,3612.030274836525,66365500
10/15/2010,3596.89111328125,3619.3252993503593,3584.647692975769,3619.3252993503593,50094300
10/18/2010,3566.779052734375,3596.6990300135094,3557.1363618838222,3596.6990300135094,49795600
10/19/2010,3592.648193359375,3599.6799019765817,3567.2732048626053,3567.2732048626053,64020700
10/20/2010,3578.81494140625,3592.360313139777,3536.951579004593,3592.360313139777,82157600
10/21/2010,3587.870361328125,3610.418555964451,3579.006692651291,3579.006692651291,68012400
10/22/2010,3597.605224609375,3605.073928330081,3582.6717232660753,3588.6114337071817,51559900
10/25/2010,3643.34912109375,3644.5780771533264,3598.065971983174,3598.065971983174,51321400
10/26/2010,3653.9599609375,3661.053679227997,3637.922498641347,3642.966247819915,53657000
10/27/2010,3624.325927734375,3666.8711462345173,3601.9818269997445,3652.0438426768246,51160600
10/28/2010,3638.68408203125,3643.38189694465,3614.4931305284267,3623.750826279144,43195900
10/29/2010,3635.182373046875,3647.422863038921,3615.0833024520252,3639.067231485285,34923600
11/01/2010,3645.005126953125,3663.6433176618784,3621.423036839788,3635.3746423493017,38168300
11/02/2010,3625.346923828125,3648.119963189847,3616.2281381434373,3644.0332082005116,49374100
11/03/2010,3605.532958984375,3641.59137195047,3590.234481326672,3625.539017343801,47337100
11/04/2010,3628.90478515625,3633.5506005932184,3604.5798033210394,3605.724778328889,41669600
11/05/2010,3655.16259765625,3665.7063765289927,3629.5747268741093,3629.5747268741093,49451700
11/08/2010,3699.118896484375,3700.393993316728,3654.3386577962656,3655.258543851082,41320300
11/09/2010,3737.338623046875,3742.6265034539156,3689.6036620132354,3699.010278816729,59587600
11/10/2010,3756.82080078125,3759.33071284455,3731.0466575964574,3737.910404086066,71330800
11/11/2010,3744.47216796875,3777.7709206573863,3721.7481989737503,3757.2006764233356,78274500
11/12/2010,3665.703125,3744.389024102199,3633.276409886446,3744.3770616776515,58737900
11/15/2010,3656.319580078125,3674.4250764353965,3633.007499294502,3664.943267810879,57098700
11/16/2010,3673.884033203125,3682.6524905747224,3637.7623929575157,3656.7946107995504,67855800
11/18/2010,3677.760986328125,3682.222726827095,3641.0243782878247,3673.408128312332,137832000
11/19/2010,3724.903076171875,3724.903076171875,3678.330914729953,3678.330914729953,83904100
11/22/2010,3741.083251953125,3742.7982730268272,3707.7505662137664,3725.187875140492,54562700
11/23/2010,3678.051025390625,3740.893551686553,3658.434600917384,3740.893551686553,67385300
11/24/2010,3658.634765625,3684.0107315341215,3619.7402826658167,3677.48095626887,54330600
11/25/2010,3701.868896484375,3710.7987247981655,3659.014606951154,3659.014606951154,85829100
11/26/2010,3642.358154296875,3710.3154687474994,3631.9535301911314,3701.774785725483,90591300
11/29/2010,3630.494873046875,3642.735364069534,3573.0820655560847,3642.735364069534,50401500
11/30/2010,3531.073486328125,3633.848538423203,3529.7166055525486,3631.3986826148353,79712800
12/01/2010,3618.953125,3618.953125,3530.7885880884683,3530.7885880884683,66508300
12/02/2010,3694.43603515625,3706.253445499062,3619.7067710533333,3619.7067710533333,65178300
12/03/2010,3696.115966796875,3727.947734079505,3679.6915580516416,3694.5300911007375,39808400
12/06/2010,3722.2021484375,3728.8220081449554,3696.585224888193,3696.585224888193,39784700
12/08/2010,3769.845947265625,3771.6400667725206,3722.76379845329,3722.76379845329,43078500
12/09/2010,3785.949462890625,3788.417384344379,3764.141474410817,3771.340168634463,47791600
12/10/2010,3747.568359375,3784.5097937274572,3728.838863200809,3784.5097937274572,49468500
12/13/2010,3692.088134765625,3751.7869814999763,3681.1806006060574,3747.6609214979426,37966100
12/14/2010,3689.5224609375,3712.190524264111,3676.5839995130423,3692.275283516129,35754300
12/15/2010,3658.171630859375,3690.9704035363325,3613.5324985605935,3690.9704035363325,41483000
12/16/2010,3571.59912109375,3657.331870534814,3554.709641285018,3657.331870534814,40147400
12/17/2010,3581.42529296875,3601.708681757845,3536.524211739296,3571.3187534534286,31291800
12/20/2010,3568.671142578125,3591.1502480131057,3537.530264940956,3589.010194599228,35779900
12/21/2010,3637.30419921875,3641.9539202350907,3569.32369599029,3569.32369599029,25533800
12/22/2010,3620.54296875,3649.8387019276074,3610.425199034894,3637.5442592374047,22447400
12/23/2010,3611.390380859375,3625.977703464298,3587.853211442688,3621.4910617647183,19787100
12/27/2010,3625.125,3626.1059188475524,3601.3368634879307,3611.8574500524946,18671400
12/28/2010,3659.8505859375,3672.035170664776,3623.690127007037,3625.5909319897373,20076600
12/29/2010,3699.072998046875,3703.86065341107,3659.9434182483656,3659.9434182483656,18902500
12/30/2010,3703.367919921875,3718.838265466432,3688.88947915643,3698.794123210908,20503500
01/03/2011,3727.3720703125,3738.4436610384564,3704.2967962189314,3704.2967962189314,35205800
01/04/2011,3759.914794921875,3763.236687202709,3724.3270677627656,3727.6509130926365,53135600
01/05/2011,3783.561767578125,3785.90762356748,3728.765803962895,3759.822701020844,33610700
01/06/2011,3736.11181640625,3789.325567716191,3720.4283441636994,3782.845839185607,28831900
01/07/2011,3631.311767578125,3734.226957732621,3607.1857519934524,3734.226957732621,36417500
01/10/2011,3478.41357421875,3631.1256430542603,3449.445708491738,3631.1256430542603,45480800
01/11/2011,3454.992431640625,3550.2228546661577,3434.1363100881413,3477.9436864620234,38441100
01/12/2011,3554.627685546875,3555.247534454997,3455.27437692472,3455.27437692472,50358200
01/13/2011,3564.798095703125,3630.5426040289713,3548.8697613335753,3555.1915364657616,43284500
01/14/2011,3569.005126953125,3569.5051074924345,3518.4270174746234,3564.5133584263895,25314200
01/17/2011,3535.59326171875,3569.832895037292,3506.7374519278396,3568.629084498374,20206900
01/18/2011,3548.5107421875,3548.5549299198974,3507.8323946142946,3536.0632288628785,27627900
01/19/2011,3534.146240234375,3558.528346913801,3511.5021029505897,3548.510670810314,25022400
01/20/2011,3453.9833984375,3533.8643205370167,3441.4958476778465,3533.8643205370167,30135000
01/21/2011,3379.411376953125,3453.1375100179043,3309.4870978000713,3453.1375100179043,33749900
01/24/2011,3345.9306640625,3396.713597461843,3321.547580923658,3380.365357502768,22641900
01/25/2011,3433.772216796875,3445.8447444653857,3346.885709552317,3346.885709552317,27707000
01/26/2011,3501.580810546875,3501.580810546875,3414.554167058033,3434.013370927052,31347100
01/27/2011,3514.4873046875,3549.3458119213033,3495.8139588426243,3500.61382094902,32035800
01/28/2011,3487.474365234375,3514.0172774230196,3462.232183667683,3514.0172774230196,20956700
01/31/2011,3409.034423828125,3487.0042921761706,3383.0264020083873,3487.0042921761706,26295400
02/01/2011,3442.3671875,3451.885860521481,3410.9433599722756,3410.9433599722756,26648100
02/02/2011,3480.6904296875,3490.1180412003787,3443.024903762312,3443.024903762312,22661100
02/04/2011,3496.032958984375,3500.408765339716,3462.8072005962276,3480.784528670016,18968300
02/07/2011,3487.5712890625,3521.4959940460903,3476.2167505316406,3496.9718020848454,17428200
02/08/2011,3459.79833984375,3500.3226402526034,3449.914691627234,3487.8551083081975,22593200
02/09/2011,3417.337890625,3458.114379133392,3384.748095080263,3458.114379133392,24111400
02/10/2011,3373.512451171875,3417.0576275897315,3336.6989457630893,3417.0576275897315,22218100
02/11/2011,3391.634033203125,3393.386894629111,3338.4009988301905,3372.5676370320834,24392800
02/14/2011,3416.634033203125,3429.9064655432035,3392.470911706388,3392.470911706388,19918500
02/16/2011,3416.65185546875,3417.2209251040185,3387.121023083085,3416.4480059855027,17924000
02/17/2011,3434.24609375,3440.5930144596578,3414.524938205463,3416.837836382373,23202500
02/18/2011,3501.36083984375,3507.8163992186037,3435.1773797445153,3435.1773797445153,35302700
02/21/2011,3497.507080078125,3520.5042328024388,3488.478378388069,3500.8157893230573,25743300
02/22/2011,3450.965576171875,3497.2276888521924,3437.1599619823523,3497.2276888521924,21495700
02/23/2011,3473.988037109375,3486.7604899516705,3435.0544915918936,3451.3377943199844,25428500
02/24/2011,3438.998291015625,3473.7069016667665,3422.450839066261,3473.7069016667665,39513100
02/25/2011,3443.396240234375,3454.7407701592924,3428.888747265122,3439.5563015399975,28782400
02/28/2011,3470.212890625,3471.2980534845096,3435.965443736229,3443.4890768080777,23695200
03/01/2011,3512.480224609375,3513.332242226941,3470.491868717449,3470.491868717449,29649700
03/02/2011,3486.061279296875,3512.015346808,3469.439856198566,3512.015346808,27628100
03/03/2011,3494.403076171875,3512.7573423757817,3483.6674099709653,3484.3863761326866,28990600
03/04/2011,3542.76513671875,3543.4101311367976,3494.9608456606093,3494.9608456606093,28558600
03/07/2011,3561.578369140625,3562.91425462724,3525.8917703353477,3541.8201052356085,20280700
03/08/2011,3580.174560546875,3580.174560546875,3551.581679751528,3561.297365896732,28541700
03/09/2011,3598.534912109375,3609.07039050112,3577.2286129282575,3579.7097174791857,30038600
03/10/2011,3587.50830078125,3598.3489432482347,3564.634191185786,3598.3489432482347,26329800
03/11/2011,3542.090087890625,3587.136185225006,3512.958165733119,3587.136185225006,31212500
03/14/2011,3569.7001953125,3583.36348196074,3524.6509230285983,3541.997171821948,33258300
03/15/2011,3524.345703125,3569.143031376577,3476.557768645083,3569.143031376577,35965600
03/16/2011,3531.339599609375,3535.0933597508756,3493.474130096684,3524.5307825993305,27963500
03/17/2011,3484.074462890625,3531.153686634804,3465.4702059541946,3531.153686634804,22173100
03/18/2011,3493.93408203125,3511.535447755187,3476.509711371668,3484.6324421043764,27604100
03/21/2011,3518.708984375,3519.729940728853,3493.006127415966,3493.006127415966,17264200
03/22/2011,3517.584228515625,3530.2568316697875,3497.4150905591187,3518.8021987546226,16468400
03/23/2011,3556.092529296875,3556.203608957261,3508.4583972188657,3516.9710053023646,19830900
03/24/2011,3611.50048828125,3611.78245972369,3551.279688634066,3556.3744609563905,35959100
03/25/2011,3606.97265625,3639.5453631523465,3591.4022173187454,3611.6863399842173,25886200
03/28/2011,3602.71875,3612.0645778769976,3580.850704127734,3602.6757829213116,19353400
03/29/2011,3591.375,3601.7757179142327,3570.2630293926013,3601.7757179142327,30067600
03/30/2011,3640.836181640625,3641.7072414544396,3591.3871804220275,3591.4801943763614,35240200
03/31/2011,3678.531005859375,3683.327694305292,3637.289445774599,3641.0224548862902,38931700
04/01/2011,3707.343017578125,3709.232836730306,3678.1442008802446,3678.902960462337,28383200
04/04/2011,3699.903076171875,3729.1568200907245,3681.6647725454645,3707.2497139839884,25418800
04/05/2011,3685.792724609375,3699.792180284233,3672.580103575283,3699.6242180649197,27857400
04/06/2011,3727.653076171875,3728.0209817808573,3671.0380912047863,3685.6996301915374,35284000
04/07/2011,3730.437744140625,3741.686329556924,3704.288860037409,3729.562778211898,31305800
04/08/2011,3741.665283203125,3749.1259300828337,3723.871054480343,3730.530707171167,31001200
